Symbol,Module,Degree,Log2FC
BLNK,5,6,1.70085234756435
RAB11FIP1,5,6,1.42053244753273
DNM1,5,6,-1.4123398595565
ITPKA,5,6,-1.75262723401823
SLC5A1,5,6,1.28586847079117
NTRK3,5,6,1.58575575570538
CA9,5,6,-2.73184435632653
ADCYAP1R1,5,6,2.13747973445025
TF,5,6,1.33995274183132
PTN,5,6,1.05048875793119
GPIHBP1,5,6,1.37989905077999
TUBB3,5,6,-1.4956083912861
ELOVL2,5,6,-1.11162629917595
SLC2A4,5,6,1.16696910741747
CA1,5,6,1.01213391401109
GPAT3,5,4,1.22108874875062
GPC2,5,4,-1.34229763189499
ELOVL6,5,4,1.08794711864311
DAPP1,5,4,1.19747319192203
EPN3,5,4,1.27124844279457
TXK,5,4,1.09976386069355
MDK,5,4,-1.10128489833108
MKNK2,5,4,1.13063637902746
PIK3C2G,5,4,1.90848781799052
UCHL1,5,4,-2.37884436387594
LPCAT1,5,4,-1.386871861767
FADS1,5,4,-1.7543336451211
RAB25,5,4,1.43787342752719
FADS2,5,4,-1.89494860819463
GPNMB,5,4,-1.08418227479083
BICD1,5,4,-1.18150917946929
PIK3AP1,5,4,-1.12604336621779
NMU,5,4,1.39965193713424
TRPV6,5,4,1.26395788053838
HTRA1,5,4,-1.15174343411265
DYNC1I1,5,4,-1.35354582847405
SLC34A3,5,4,1.20113815032921
CA3,5,4,1.36579757074053
MAP1LC3C,5,4,1.52343177298674
CALB1,5,4,-2.03201513135106
PROK2,5,4,-1.51438416193445
SEMA3C,5,4,-1.31880403209536
SEMA3D,5,4,-1.15293874480311
EPS8L2,5,2,1.69040650036726
SNX10,5,2,-1.71798714591443
MELTF,5,2,-1.76081771484673
MTMR8,5,2,1.0629792628784
NAAA,5,2,1.08007878102942
LRP10,5,2,1.10389735851593
ANOS1,5,2,-1.12884712331829
PIM1,5,2,1.62040928056501
TRIP10,5,2,1.84702167600697
TAX1BP1,5,2,1.07425497906248
CA13,5,2,1.35662697565939
GCKR,5,2,2.00152993224235
INPP1,5,2,1.01223880937491
ITPKC,5,2,1.1212476138148
RHOD,5,2,1.23564266665312
PLIN3,5,2,1.12990467729191
SORCS1,5,2,1.9649937119545
SH3TC2,5,2,1.55874616484519
SLC39A14,5,2,-1.50311014246364
DCLK3,5,2,-1.69573698004199
RXRG,5,2,1.78172865521037
PDZK1IP1,5,2,1.20086539068535
IP6K3,5,2,1.95998522179072
SNCAIP,5,2,-1.0996353814137
DPYSL3,5,2,-1.10687276827542
RAB3IL1,5,2,-1.11124973016176
HIF3A,5,2,1.36703527278734
SGIP1,5,2,-1.07413685801659
ITIH3,5,2,1.26251201286435
NMUR1,5,2,1.38997174520236
G0S2,5,2,-1.25761989907454
OR13H1,6,0,-3.99912984621065
RHEBL1,7,0,-1.28438663339472
SECISBP2L,8,0,1.13154255080051
POGLUT2,9,0,-1.1157429120007
WNT3A,10,28,-1.13806511670834
H3C15,10,26,-1.03570124301558
KAT2B,10,24,1.85951753010651
H3C8,10,24,-1.01681629497662
WNT2,10,16,-5.08470112430843
FZD2,10,16,-1.22675239046196
GPC3,10,16,-2.28371056898156
WNT7B,10,16,-1.10976867908694
H2AC4,10,14,-1.07681727384752
H2BC17,10,14,-1.02692152124661
CGAS,10,12,-1.34544074416331
CBX2,10,12,-1.35950234166469
SFRP1,10,12,1.58604840391967
DNMT3B,10,10,-1.8206156063392
LGI1,10,10,4.12716788639675
GLI1,10,10,-1.68201174150436
DKK4,10,10,2.17331402538256
RSPO1,10,10,1.78426950680519
ZIC4,10,10,-4.77196955801286
RORA,10,8,1.01538514710652
ACTL6A,10,8,-1.13101292276381
SFRP4,10,8,-3.81807874877749
NPAS2,10,8,1.04737677056855
NOTUM,10,8,-1.76363858846537
H2AC16,10,8,-1.03435264206727
DPP6,10,8,1.63271775756305
FOXL2,10,8,-2.32442182355912
SALL4,10,6,-2.60822904193455
